t1_totalgold,t2_totalgold,t1_barons,t2_barons,t1_dragons,t2_dragons,t1_heralds,t2_heralds,t1_towers,t2_towers,t1_inhibitors,t2_inhibitors,t1_kills,t2_kills,t1_totalcs,t2_totalcs
39929,54259,0,1,0,4,0,1,0,9,0,2,1,12,932,1074
62202,54289,1,0,3,2,1,0,10,1,2,0,15,4,1087,1097
64698,54342,1,0,4,1,1,0,11,11,3,3,10,4,1234,1162
63650,54379,1,1,3,1,1,0,11,4,4,0,16,10,1055,1015
40729,54393,0,1,2,1,0,1,1,1,0,0,5,17,776,891
40688,54401,0,1,0,4,0,1,1,10,0,2,7,16,746,956
67559,54468,2,0,4,1,0,1,10,10,2,2,19,10,1134,1017
40567,54478,0,1,0,4,0,1,1,1,0,0,5,19,803,938
67982,54478,2,0,2,3,0,1,11,11,3,3,18,10,1168,1097
46111,54503,0,0,2,2,0,0,3,3,0,0,3,10,972,1002
63430,54514,1,0,3,2,1,0,10,10,2,2,21,11,1035,1013
40560,54543,0,1,1,2,1,0,2,2,0,0,7,25,733,855
60076,54556,1,0,2,3,0,0,7,7,1,1,19,14,1011,1008
60246,54573,1,0,4,0,0,0,6,6,1,1,15,6,1126,1050
65664,54575,0,1,5,0,1,0,10,10,2,2,26,4,1057,988
44294,54634,0,1,0,4,0,1,4,4,0,0,5,18,837,912
44553,54637,0,1,0,4,0,0,3,8,0,1,6,16,837,935
62631,54661,1,0,2,3,1,0,8,8,1,1,19,8,1019,1057
36514,54692,0,1,0,3,0,1,0,0,0,0,3,21,723,887
42574,54693,0,1,0,4,1,0,1,1,0,0,8,21,776,864
65700,54696,2,0,4,1,0,0,11,11,4,4,13,2,1173,1162
38527,54775,0,1,0,3,0,1,0,0,0,0,9,24,716,848
60706,54786,1,0,3,2,1,0,9,9,1,1,14,5,1186,1165
43626,54804,0,1,0,4,1,0,0,0,0,0,6,16,858,981
42789,54806,0,0,1,3,0,1,1,1,0,0,6,25,829,860
61355,54815,0,0,3,2,0,0,9,9,1,1,23,9,1041,1022
62339,54858,2,0,3,1,0,1,8,4,1,0,15,14,1064,999
68118,54867,2,0,4,1,1,0,10,10,2,2,20,7,1142,1069
62181,54869,0,1,3,2,0,1,9,9,2,2,17,12,1081,978
47247,54961,0,1,1,3,0,1,3,10,0,2,5,17,861,895
60794,54967,1,1,4,0,0,1,7,7,1,1,18,12,1026,989
64884,55013,1,0,3,2,1,0,10,10,2,2,15,4,1167,1165
66496,55061,1,0,5,0,1,0,10,10,3,3,22,18,1021,965
65539,55090,2,0,2,2,0,1,9,9,2,2,16,8,1159,1089
52648,55110,0,0,2,2,1,0,5,5,0,0,9,13,980,1082
63147,55178,1,0,4,1,1,0,9,3,1,0,23,11,1018,1062
63468,55224,1,0,3,2,1,0,11,11,3,3,15,8,1114,1063
44308,55225,0,1,1,3,0,1,2,10,0,1,2,12,894,1005
43334,55240,0,1,1,3,0,1,0,0,0,0,5,16,887,991
43202,55284,1,0,0,4,0,1,2,9,0,1,1,15,900,1071
45561,55295,0,1,0,4,0,1,3,3,0,0,1,11,937,1021
63602,55299,1,0,2,3,0,1,10,10,2,2,16,14,1122,1043
40125,55331,0,1,0,3,0,1,0,0,0,0,7,19,783,920
41540,55374,0,1,1,2,0,0,2,2,0,0,1,17,877,1003
47283,55374,0,1,3,1,0,1,1,8,0,1,4,6,996,1071
44570,55463,0,1,1,2,0,1,2,2,0,0,8,18,848,933
43520,55464,0,1,0,4,0,1,0,9,0,1,10,21,749,886
48883,55491,0,1,1,3,1,0,3,3,0,0,6,9,1004,1026
43215,55542,0,1,0,4,0,1,0,0,0,0,4,14,949,1033
43335,55687,0,1,0,4,1,0,1,1,0,0,5,17,893,969
67634,55772,2,0,3,2,1,0,11,11,2,2,10,6,1235,1149
67148,55842,1,0,2,4,0,0,10,3,2,0,17,9,1100,1113
66028,55865,2,0,3,2,1,0,10,10,2,2,20,13,1112,997
64693,55873,2,0,4,2,0,0,10,10,2,2,13,5,1160,1171
63128,55918,1,0,2,3,0,1,11,11,2,2,16,7,1169,1103
64766,55949,2,0,1,3,1,0,10,10,2,2,13,10,1115,1093
64417,55965,1,0,4,1,1,0,8,8,1,1,20,9,1106,1058
67256,56086,2,0,3,3,1,0,8,2,2,0,15,10,1179,1046
46634,56095,0,0,2,2,0,0,1,1,0,0,3,15,954,977
47422,56178,0,1,0,4,1,0,3,8,0,1,13,27,805,843
68945,56224,1,0,5,0,1,0,9,9,1,1,30,14,1046,1003
46155,56328,0,1,1,3,1,0,2,11,0,2,2,14,972,975
61606,56345,0,1,3,2,1,0,8,4,2,1,12,4,1181,1107
69814,56414,1,0,4,0,0,0,8,8,1,1,23,8,1167,1088
63467,56439,2,0,1,2,1,0,10,10,3,3,15,7,1129,1107
44578,56478,0,1,0,4,0,1,0,0,0,0,9,18,851,972
43037,56492,0,1,2,2,0,1,3,3,0,0,6,20,803,948
41100,56589,0,1,0,4,0,1,2,2,0,0,4,26,847,868
63709,56593,1,0,3,2,1,0,10,3,4,0,18,10,1073,1030
49584,56597,0,0,1,4,0,0,3,3,0,0,4,12,984,1027
41100,56602,0,1,0,4,0,1,0,0,0,0,6,17,775,959
47544,56615,0,0,0,4,0,0,2,2,0,0,6,12,997,1033
44234,56623,0,1,1,3,1,0,2,2,0,0,6,20,905,967
66047,56644,2,0,3,2,1,0,10,3,2,0,19,11,1065,1104
43633,56655,0,1,0,3,0,1,2,2,0,0,7,21,851,887
44322,56680,0,0,1,3,0,0,2,2,0,0,6,23,843,902
61100,56698,0,1,3,2,1,0,7,7,1,1,13,7,1189,1127
58731,56725,1,0,4,1,0,1,9,9,1,1,21,16,919,940
51675,56738,0,0,1,4,0,0,3,3,0,0,3,8,1106,1085
63997,56799,1,0,3,2,0,1,8,8,1,1,22,17,986,966
51656,56807,0,1,2,2,0,1,3,9,0,2,10,14,1005,1016
66126,56816,2,0,2,3,0,1,10,10,2,2,18,12,1132,1101
46848,56837,0,0,3,1,0,1,3,3,0,0,17,24,701,907
69486,56840,0,0,4,1,1,0,8,8,1,1,24,12,1173,1008
43564,56845,0,1,1,3,0,1,2,2,0,0,7,24,787,858
40841,56878,0,1,2,2,1,0,0,0,0,0,2,13,931,1096
39539,56981,0,1,1,3,0,1,0,0,0,0,4,24,790,861
39869,57022,0,1,0,4,1,0,1,1,0,0,3,15,788,991
42214,57032,0,0,1,3,0,0,0,0,0,0,4,21,918,952
48235,57043,0,1,2,2,1,0,1,1,0,0,15,24,824,857
48757,57053,0,1,0,4,0,1,4,4,0,0,4,11,944,1075
65987,57059,1,0,4,1,1,0,8,8,1,1,18,7,1148,1119
42650,57067,0,1,0,4,0,1,2,2,0,0,12,21,730,898
50522,57105,1,0,0,4,0,0,1,1,0,0,8,18,971,1071
67926,57158,1,0,4,2,0,1,9,9,2,2,17,10,1175,1106
50651,57188,0,1,0,4,1,0,4,4,0,0,16,23,858,941
41487,57196,0,1,1,3,1,0,2,2,0,0,6,27,801,841
48380,57197,0,1,2,2,0,1,4,4,0,0,5,22,887,908
65494,57201,2,0,4,1,0,1,9,9,2,2,22,17,1042,1014
44425,57300,0,1,0,4,1,0,1,1,0,0,10,22,785,975
66067,57305,1,0,4,1,0,0,11,11,3,3,18,12,1055,1036
42486,57345,0,1,0,3,1,0,1,1,0,0,4,17,828,972
67305,57349,2,0,5,1,1,0,10,10,2,2,15,7,1136,1122
64489,57369,1,1,2,2,0,1,11,11,3,3,11,5,1197,1149
47002,57387,0,1,0,3,1,0,2,2,0,0,8,13,952,1078
66403,57426,2,0,1,3,0,1,9,9,1,1,16,10,1100,1080
52463,57491,1,1,2,2,0,1,1,1,0,0,13,18,926,925
49090,57548,0,1,2,2,1,0,2,2,0,0,13,12,913,1047
45306,57582,0,1,1,2,0,1,3,3,0,0,14,24,813,905
67436,57599,2,0,5,0,1,0,10,3,2,0,22,13,999,1084
53797,57609,0,1,2,2,1,0,6,6,0,0,12,16,994,970
67286,57609,0,1,4,0,1,0,9,9,1,1,21,8,1208,1061
70625,57634,1,0,4,0,0,0,11,11,3,3,22,5,1181,1118
45553,57694,0,1,1,3,1,0,3,3,0,0,5,15,905,986
50944,57756,0,1,0,3,1,0,5,11,0,3,7,11,976,1048
67153,57795,1,1,4,2,1,0,8,8,2,2,19,8,1221,1076
47098,57836,0,1,1,2,0,1,4,4,0,0,5,24,929,928
67678,57874,1,0,2,3,1,0,9,9,1,1,25,14,1004,992
65643,57890,2,0,3,1,0,1,10,10,2,2,12,6,1158,1173
52243,57938,0,1,2,2,0,1,3,3,0,0,8,6,1043,1052
47879,57953,0,1,0,4,0,1,2,2,0,0,10,26,868,893
45905,58012,0,1,2,2,0,1,2,2,0,0,12,22,827,910
45728,58021,0,1,1,3,0,1,2,9,0,1,8,24,841,873
63005,58054,2,0,3,2,1,0,9,9,1,1,23,27,863,846
52113,58065,0,1,2,2,1,0,3,3,0,0,12,16,971,1004
61936,58098,1,0,2,3,1,0,9,9,2,2,17,13,998,1087
66616,58106,1,0,5,1,0,1,8,8,1,1,12,3,1239,1213
63545,58113,1,0,3,2,1,0,9,9,1,1,14,14,1153,986
68684,58118,1,0,2,2,0,1,11,11,3,3,15,9,1190,1065
73521,58215,1,0,4,1,1,0,9,9,1,1,14,5,1368,1167
54106,58255,1,0,0,4,0,1,3,3,0,0,13,17,942,991
47117,58309,0,1,0,3,0,1,3,3,0,0,5,21,933,980
45156,58319,0,1,0,4,0,1,1,1,0,0,6,20,886,1004
45184,58335,0,1,0,4,1,0,2,2,0,0,10,25,781,878
44328,58355,0,1,0,4,0,1,1,1,0,0,8,27,836,946
68404,58360,3,0,4,1,1,0,11,11,2,2,13,9,1176,1149
64282,58398,1,0,2,3,0,0,10,10,2,2,21,15,1070,1078
47673,58448,0,1,0,4,0,0,2,10,0,2,9,21,896,976
56444,58461,0,1,4,1,1,0,6,6,0,0,13,12,1003,972
42376,58462,0,1,1,3,1,0,0,11,0,3,9,27,808,886
66200,58491,2,0,3,2,0,1,10,10,2,2,16,5,1175,1142
48604,58621,0,1,0,4,1,0,4,10,0,2,3,15,1038,1057
47242,58623,0,1,0,4,0,1,3,3,0,0,4,14,975,1084
40202,58633,0,1,0,3,0,1,0,0,0,0,7,25,738,940
42391,58683,0,0,0,4,0,0,1,1,0,0,7,26,806,950
48447,58685,0,1,0,4,0,1,4,4,0,0,5,20,929,1016
51380,58710,0,1,1,3,1,0,4,4,0,0,7,18,1011,1002
67625,58786,1,0,3,2,1,0,8,2,1,0,15,10,1297,1182
48497,58795,0,1,2,2,1,0,3,3,0,0,7,20,957,975
70780,58822,1,0,3,2,0,1,11,11,3,3,13,4,1290,1323
40380,58830,0,1,0,3,1,0,0,0,0,0,8,28,748,891
48271,58853,0,1,0,3,0,1,2,2,0,0,12,26,879,889
47887,58898,0,0,2,2,0,0,0,0,0,0,4,12,1008,1046
42781,58911,0,1,1,3,1,0,1,1,0,0,9,16,775,1046
62056,58921,1,1,4,1,0,1,9,9,2,2,14,7,1067,1075
52234,58954,0,1,4,1,0,1,3,3,0,0,5,11,1082,1082
63397,59001,0,1,5,0,1,0,10,10,3,3,19,14,1054,1005
48572,59011,0,1,1,3,1,0,2,2,0,0,7,18,978,1039
50332,59051,0,1,0,4,1,0,3,3,0,0,6,12,993,1094
49185,59061,0,1,0,4,1,0,1,1,0,0,4,12,1001,1061
58855,59073,0,1,3,3,0,1,8,8,1,1,6,8,1162,1097
49146,59109,0,1,1,4,0,1,3,3,0,0,4,15,936,1058
46341,59194,0,1,0,4,0,1,3,3,0,0,4,18,975,1057
44770,59197,0,1,1,3,1,0,1,1,0,0,4,18,945,1031
69441,59220,2,0,3,2,0,0,11,11,4,4,12,5,1199,1151
66822,59275,2,0,3,2,0,1,9,9,1,1,16,11,1137,1165
45754,59307,0,1,1,3,0,1,4,9,0,2,6,24,860,961
70378,59308,1,0,3,3,1,0,10,4,2,0,22,10,1131,1077
63021,59309,1,0,2,3,0,1,8,8,1,1,11,12,1086,1128
63409,59320,1,1,2,3,1,0,10,4,2,0,15,14,1114,1044
49255,59335,0,0,0,4,0,0,3,3,0,0,10,18,895,957
47176,59343,0,1,0,4,0,1,0,0,0,0,8,19,928,1071
47864,59355,0,0,1,3,0,0,3,3,0,0,4,19,951,1041
49640,59360,0,1,1,3,1,0,3,3,0,0,9,17,897,1001
47804,59367,0,1,2,2,1,0,2,2,0,0,10,17,908,1006
46674,59421,0,1,1,3,0,1,3,3,0,0,7,17,936,991
51164,59433,0,1,2,3,0,1,2,2,0,0,8,16,976,1033
47888,59468,0,1,1,3,1,0,2,2,0,0,5,19,935,1001
67822,59521,1,0,3,2,0,0,8,8,1,1,22,5,1184,1231
45578,59555,0,1,0,4,0,1,0,0,0,0,13,30,780,889
48425,59635,0,1,0,4,0,1,2,2,0,0,12,19,862,1071
70543,59676,1,0,5,1,1,0,10,10,1,1,15,6,1148,1106
45682,59683,0,1,0,4,0,1,2,2,0,0,7,22,881,991
49900,59687,0,1,2,2,1,0,3,3,0,0,6,17,997,1041
67837,59696,1,0,3,2,1,0,11,11,3,3,19,9,1201,1089
56070,59754,0,1,2,3,0,1,4,4,0,0,7,8,1093,1071
45809,59789,0,0,0,4,0,0,1,1,0,0,3,21,983,1068
65074,59814,2,0,2,4,0,0,7,7,1,1,11,7,1145,1199
55038,59864,1,0,0,4,1,0,3,3,0,0,4,15,1105,1158
59498,59917,0,0,2,3,0,0,7,7,1,1,6,4,1235,1276
52671,59935,0,1,2,3,1,0,3,3,0,0,11,13,1021,1034
69136,59948,2,0,2,1,0,1,11,11,4,4,28,13,1056,1059
46505,59988,0,1,1,2,0,1,3,3,0,0,8,28,806,870
71759,59994,2,0,4,1,1,0,10,10,2,2,24,12,1096,1099
49374,60004,0,1,2,2,0,1,1,7,0,1,10,25,949,1006
66664,60022,0,0,3,2,1,0,8,8,1,1,12,2,1351,1287
52858,60080,0,1,1,3,0,1,4,9,0,1,13,23,936,942
54309,60109,0,1,1,3,1,0,5,5,0,0,8,18,1008,1032
53476,60109,0,0,3,2,0,0,3,3,0,0,10,14,1042,1049
49785,60115,0,1,0,3,0,1,4,8,0,1,8,25,900,964
44805,60119,0,1,2,2,0,1,1,1,0,0,9,19,830,958
52138,60130,0,1,1,4,0,1,3,3,0,0,7,16,946,1048
45699,60204,0,1,0,4,0,0,1,11,0,2,14,28,756,930
43609,60223,0,0,1,3,0,0,0,0,0,0,2,17,987,1092
70860,60225,3,0,2,3,0,1,10,10,2,2,9,8,1297,1229
51620,60304,0,1,3,1,0,1,4,4,0,0,11,23,923,873
64346,60358,1,0,2,2,1,0,10,10,1,1,22,16,948,1037
50519,60422,1,0,0,4,0,0,1,1,0,0,3,13,1085,1145
77482,60466,2,0,4,2,0,1,11,11,2,2,21,12,1252,1131
50812,60488,0,1,2,2,1,0,0,0,0,0,10,14,992,1052
47991,60517,0,1,0,3,1,0,3,3,0,0,5,22,923,1005
50636,60586,0,0,0,4,0,0,4,4,0,0,12,18,920,1021
50825,60609,1,0,2,2,1,0,1,1,0,0,9,21,995,1092
71858,60610,1,0,4,2,1,0,11,3,3,0,13,2,1327,1314
49504,60641,0,1,0,5,1,0,2,2,0,0,10,18,935,972
72774,60649,1,1,4,2,0,1,9,9,2,2,23,6,1200,1118
67464,60703,1,0,5,1,1,0,9,9,1,1,18,3,1140,1285
65863,60730,1,1,2,3,1,0,8,8,1,1,18,15,1090,1089
68987,60732,2,0,2,3,0,1,10,10,2,2,17,8,1153,1180
69047,60739,2,1,3,3,1,0,8,3,1,0,9,5,1274,1215
70318,60760,1,0,2,3,1,0,11,11,3,3,16,6,1195,1182
53757,60807,1,0,2,3,0,1,4,4,0,0,9,15,1024,1055
49628,60819,0,1,0,3,0,1,3,3,0,0,4,15,979,1028
55503,60861,0,1,1,4,1,0,4,4,0,0,8,16,1075,1102
47579,60879,0,1,3,2,1,0,3,3,0,0,2,14,1016,1076
47139,60895,0,1,0,4,0,1,3,3,0,0,1,14,996,1049
48006,60904,0,1,0,4,0,1,0,0,0,0,11,21,878,995
44736,61010,0,1,1,2,1,0,1,1,0,0,8,24,850,967
47940,61047,0,1,1,4,0,1,1,10,0,1,4,26,934,973
53598,61085,0,0,1,3,0,0,6,6,0,0,10,19,907,978
52965,61117,0,1,2,3,0,0,2,10,0,1,12,18,998,1060
73097,61180,2,1,3,2,1,0,8,8,1,1,25,13,1190,1118
75503,61182,2,0,3,2,1,0,10,10,1,1,23,7,1285,1221
48419,61188,0,1,0,4,0,1,1,1,0,0,6,19,964,1011
72429,61198,1,1,3,1,1,0,9,9,2,2,25,16,1132,1016
51535,61200,1,0,3,1,0,0,2,2,0,0,7,21,1039,1051
42551,61201,0,0,1,2,0,0,0,0,0,0,4,22,913,967
51967,61247,0,1,2,2,0,0,2,8,0,1,10,21,977,1089
53539,61268,0,1,1,4,1,0,3,3,0,0,10,22,942,947
69991,61300,1,0,4,1,1,0,10,10,2,2,13,7,1341,1240
47521,61349,0,1,0,4,1,0,1,1,0,0,13,23,806,946
49823,61361,0,2,2,3,0,1,3,8,0,1,7,22,938,957
48755,61368,0,1,1,3,0,1,2,2,0,0,7,17,1044,1147
69718,61377,1,1,3,3,1,0,10,10,2,2,16,4,1225,1148
47931,61407,0,1,2,3,1,0,3,3,0,0,6,23,903,1020
50510,61459,0,1,1,3,0,1,2,10,0,2,3,11,1091,1171
65868,61494,1,0,4,1,0,0,9,9,1,1,16,7,1209,1082
47837,61544,0,1,2,2,1,0,0,9,0,1,10,26,902,966
72561,61546,2,0,4,2,1,0,9,9,1,1,19,3,1233,1327
68926,61613,1,0,2,3,0,1,9,9,1,1,20,8,1171,1134
51284,61617,0,1,0,4,1,0,5,5,0,0,10,18,908,993
54978,61627,0,1,1,4,1,0,4,4,0,0,13,18,1020,1015
56514,61634,0,1,2,3,1,0,5,8,0,1,10,17,1017,1065
56296,61662,1,1,1,3,0,0,3,8,0,1,6,14,1098,1123
51387,61693,0,0,1,3,0,0,1,1,0,0,9,12,1051,1101
47613,61715,0,1,0,4,0,1,2,10,0,2,7,25,886,977
48788,61720,0,1,0,5,1,0,2,2,0,0,8,15,971,1082
49907,61737,0,2,2,3,0,0,2,9,0,1,3,16,1043,1100
70368,61787,0,1,2,3,0,0,7,4,1,0,27,9,1172,1149
56409,61812,1,0,1,4,0,0,5,5,1,1,12,27,970,1066
52361,61872,0,1,3,2,1,0,4,4,0,0,7,14,1037,1071
49212,61917,0,1,1,3,0,1,3,3,0,0,6,15,940,1000
48306,61922,0,1,0,4,1,0,3,3,0,0,6,25,954,1038
69777,61990,2,0,1,5,1,0,10,10,2,2,23,24,1038,948
46830,62001,0,0,2,2,0,0,1,1,0,0,11,22,854,990
63905,62015,2,0,1,3,1,0,8,8,2,2,20,21,962,1078
57724,62050,0,1,1,3,1,0,4,9,0,2,16,17,1081,1106
70734,62055,1,1,5,0,1,0,10,10,2,2,30,12,1063,1068
74357,62189,2,0,4,1,0,0,10,10,2,2,28,17,1151,1103
52990,62200,0,1,2,2,1,0,4,4,0,0,8,22,908,1015
51633,62270,1,0,1,3,0,1,2,2,0,0,4,8,1076,1198
71978,62326,1,0,4,2,0,0,8,8,1,1,16,7,1300,1260
70862,62342,1,0,2,3,1,0,10,10,2,2,23,14,1143,1131
71640,62350,2,0,3,2,1,0,11,11,6,6,19,14,1172,1198
50571,62443,0,1,2,2,1,0,1,11,0,3,2,15,1088,1092
53410,62451,0,1,2,2,0,1,3,3,0,0,10,17,1019,1147
76593,62488,2,0,5,0,1,0,11,4,3,0,24,7,1248,1216
48926,62490,0,1,0,4,0,1,1,9,0,1,5,19,995,1141
49693,62505,0,1,0,4,0,1,2,2,0,0,11,19,910,1049
56088,62525,0,1,4,1,1,0,3,3,0,0,19,21,975,1106
63419,62537,1,0,0,4,0,0,7,7,1,1,11,15,1131,1197
73429,62542,2,0,4,1,0,1,9,3,1,0,29,13,1124,1209
76069,62551,3,0,4,2,1,0,11,11,4,4,13,6,1335,1264
53492,62569,1,0,2,2,0,0,2,2,0,0,6,10,1079,1117
62435,62573,0,1,3,2,0,1,7,7,1,1,12,11,1171,1140
55970,62577,0,1,0,4,1,0,2,2,0,0,13,20,1042,968
51668,62587,0,2,1,4,1,0,4,9,0,1,3,12,1121,1166
72491,62656,2,0,3,2,0,0,9,9,1,1,14,8,1279,1262
55637,62668,0,0,2,3,0,0,4,4,0,0,11,11,1045,1126
52245,62670,0,1,0,3,1,0,4,4,0,0,18,36,779,852
69599,62675,2,0,4,2,1,0,8,8,1,1,21,14,1076,1108
44107,62716,0,1,0,3,0,1,0,0,0,0,2,16,965,1091
51794,62721,0,1,0,4,0,1,3,3,0,0,10,20,990,989
53508,62744,0,1,0,4,1,0,4,10,0,2,6,20,1047,1035
68988,62771,1,0,0,4,0,0,9,9,1,1,16,12,1154,1093
46953,62780,0,1,2,2,0,1,2,2,0,0,6,24,919,1038
57802,62850,0,1,2,3,0,1,3,3,0,0,15,9,1065,1158
45956,62857,0,1,1,3,1,0,2,2,0,0,7,25,885,1012
65469,62869,1,0,0,4,0,0,8,8,2,2,11,11,1132,1105
72256,62922,2,1,3,2,0,1,8,3,1,0,16,8,1270,1226
71545,62952,2,0,4,1,0,0,11,11,3,3,20,6,1218,1236
47623,63068,0,1,0,4,0,1,2,2,0,0,7,24,938,1020
52748,63070,0,1,3,2,1,0,3,3,0,0,11,11,990,1118
51428,63114,0,2,2,3,1,0,1,11,0,3,4,15,1036,1068
63904,63176,0,1,4,1,0,1,7,7,1,1,18,13,1125,1132
56197,63187,2,0,1,4,0,1,4,10,0,2,6,15,1087,1202
51992,63239,0,1,2,2,1,0,2,2,0,0,11,21,958,977
49368,63241,0,1,0,4,0,0,2,2,0,0,10,31,901,933
54320,63362,0,0,1,4,0,0,3,3,0,0,10,16,1024,1089
72590,63398,1,0,4,2,1,0,11,3,1,0,19,8,1266,1250
57846,63491,0,1,2,3,0,1,3,8,0,2,12,20,1113,1058
51622,63499,0,1,1,4,0,1,1,1,0,0,11,23,974,1078
75417,63521,2,0,4,2,1,0,10,10,3,3,18,3,1304,1286
49552,63623,0,1,0,4,0,0,2,9,0,1,3,17,956,1114
56877,63623,0,1,1,4,1,0,4,9,0,1,6,13,1159,1218
58911,63632,1,0,2,3,0,0,4,4,0,0,12,20,1094,1036
61919,63642,0,0,2,4,0,1,5,5,0,0,4,7,1264,1249
62231,63650,1,0,2,2,1,0,5,5,0,0,22,20,984,1078
73325,63731,2,0,5,1,0,1,8,8,1,1,16,10,1355,1172
64454,63737,1,0,3,3,0,0,8,8,1,1,10,10,1157,1152
72782,63788,2,0,4,1,1,0,9,9,2,2,21,6,1206,1248
47829,63788,0,1,1,2,1,0,2,2,0,0,5,26,968,994
58694,63912,0,1,2,3,0,1,5,5,0,0,6,9,1234,1193
50200,63934,0,1,0,4,0,1,1,1,0,0,11,20,895,1067
56112,63965,0,1,2,3,1,0,3,3,0,0,3,9,1214,1252
68104,63978,1,0,4,1,0,0,8,8,1,1,13,10,1256,1208
51362,64027,0,1,1,3,1,0,3,3,0,0,13,29,916,954
60220,64121,1,0,3,3,0,1,4,4,0,0,14,26,993,963
61923,64155,2,0,1,4,1,0,4,4,0,0,12,12,1075,1168
75318,64160,2,0,2,3,0,0,11,11,3,3,17,9,1275,1266
72649,64161,2,0,5,1,1,0,9,5,1,0,23,16,1088,1076
70994,64172,1,0,3,2,0,0,8,8,1,1,19,9,1253,1196
67952,64206,1,0,3,3,1,0,8,8,1,1,16,12,1225,1230
70063,64213,1,0,3,3,0,0,8,8,1,1,14,8,1255,1331
45794,64227,0,1,0,4,0,1,1,1,0,0,6,32,856,905
64125,64322,0,1,2,4,1,0,7,7,1,1,11,13,1237,1183
74109,64369,1,0,3,3,0,0,10,10,2,2,18,11,1241,1184
56666,64372,0,1,2,3,1,0,5,5,0,0,7,17,1119,1154
75786,64420,2,1,2,2,1,0,11,3,3,0,11,6,1331,1299
56166,64423,1,0,2,4,1,0,3,3,0,0,6,21,1046,1058
73681,64551,2,0,1,4,1,0,10,10,2,2,26,19,1202,1161
70297,64558,1,1,5,1,1,0,10,10,2,2,14,12,1213,1192
76291,64581,2,0,3,3,0,0,11,11,5,5,9,6,1317,1316
78041,64616,2,0,3,4,1,0,11,11,3,3,18,11,1349,1289
52957,64628,0,1,2,3,0,1,3,3,0,0,4,17,1111,1124
58360,64780,0,1,1,4,0,1,4,4,0,0,11,20,1137,1130
50181,64851,0,0,0,5,1,0,3,3,0,0,9,27,903,1031
52474,65026,0,1,1,3,1,0,1,1,0,0,12,20,1007,1144
53967,65038,0,1,1,4,1,0,2,2,0,0,8,17,1043,1138
57403,65046,0,1,2,2,1,0,4,4,0,0,14,16,1106,1143
57097,65077,0,1,2,3,1,0,3,3,0,0,7,17,1090,1157
73097,65103,1,0,2,3,1,0,11,11,2,2,18,11,1317,1313
77699,65108,2,0,3,2,1,0,11,11,3,3,27,13,1209,1215
54983,65109,0,1,2,3,0,1,2,2,0,0,4,14,1150,1146
80886,65112,3,0,4,2,0,1,10,10,3,3,19,11,1405,1282
74657,65119,3,0,2,3,0,1,10,10,5,5,22,19,1165,1151
56019,65156,0,1,0,5,1,0,4,4,0,0,8,17,1080,1103
68387,65166,1,0,1,4,1,0,8,8,1,1,20,11,1142,1244
57408,65211,0,1,1,4,0,1,4,4,0,0,15,24,983,987
68902,65239,0,0,2,3,0,0,7,7,1,1,17,14,1263,1246
60253,65244,0,0,1,4,0,0,3,3,0,0,11,19,1176,1124
70830,65310,0,0,4,2,0,0,8,8,1,1,15,7,1251,1239
50878,65315,0,1,0,4,0,1,0,0,0,0,16,16,934,1109
53624,65318,0,0,0,4,0,0,2,2,0,0,14,23,980,1059
60776,65320,1,0,3,2,1,0,6,9,0,2,8,16,1080,1205
73011,65325,2,0,3,3,1,0,10,10,2,2,17,13,1210,1215
74801,65350,1,0,4,2,1,0,9,9,1,1,13,6,1383,1350
63536,65351,1,0,1,3,1,0,7,7,0,0,18,22,1042,1141
62634,65365,1,0,2,3,0,1,8,8,1,1,19,20,1026,1117
54022,65374,0,1,2,3,1,0,2,2,0,0,14,21,964,1063
58098,65378,0,1,2,3,0,1,3,3,0,0,16,15,1085,1156
57742,65398,0,1,2,3,1,0,3,3,0,0,13,23,1100,1043
56616,65405,0,1,3,2,0,1,4,4,0,0,13,21,1019,1025
53675,65533,0,1,1,4,1,0,2,2,0,0,8,12,1096,1217
53783,65617,0,1,1,3,1,0,0,0,0,0,16,20,1034,1086
72385,65716,2,0,4,2,0,1,11,11,4,4,18,12,1245,1261
55979,65722,0,0,3,2,0,0,4,4,0,0,18,19,952,1029
74198,65739,1,1,2,4,0,0,8,5,1,0,20,22,1124,1058
58346,65783,0,1,2,4,1,0,3,3,0,0,13,16,1021,1079
74946,65798,2,0,3,2,0,0,10,10,3,3,23,12,1249,1187
59384,65819,0,1,3,2,1,0,3,3,0,0,18,22,1093,1019
58483,65826,1,0,1,4,0,0,3,3,0,0,10,21,1122,1172
72268,65837,1,0,4,2,0,1,9,9,2,2,23,13,1172,1033
57806,65867,1,0,2,3,1,0,3,3,0,0,5,12,1121,1235
69928,65882,1,0,2,3,0,0,9,9,1,1,20,21,1162,1108
58037,65884,0,1,1,4,1,0,2,2,0,0,9,13,1133,1199
54570,65907,0,1,1,4,1,0,3,3,0,0,8,20,1091,1069
67451,65974,0,1,2,3,1,0,7,7,1,1,23,26,1015,965
58073,65994,0,1,3,3,1,0,4,4,0,0,8,11,1194,1223
57471,66005,0,1,3,3,1,0,4,4,0,0,11,11,1105,1146
55715,66017,0,1,1,4,0,1,2,2,0,0,9,14,1100,1119
60449,66084,0,1,4,1,1,0,6,6,0,0,15,12,1047,1062
63972,66127,1,0,2,3,0,0,5,5,1,1,22,23,1046,1031
